날짜,자치구,동,업종,업종코드,평균매출액,평균배달건수
2022년 08월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 08월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,방화1동,중식>중국집,I20201,"8,470,944원",446건
2022년 07월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,공항동,중식>중국집,I20201,"8,470,944원",446건
2022년 07월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,염창동,중식>중국집,I20201,"6,355,083원",253건
2022년 07월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 07월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,방화1동,중식>중국집,I20201,"7,396,133원",397건
2022년 06월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,공항동,중식>중국집,I20201,"7,396,133원",397건
2022년 06월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,염창동,중식>중국집,I20201,"7,167,900원",283건
2022년 06월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 06월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,방화2동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,방화1동,중식>중국집,I20201,"7,799,450원",411건
2022년 05월,강서구,가양1동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,공항동,중식>중국집,I20201,"7,799,450원",411건
2022년 05월,강서구,가양2동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,등촌3동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,가양3동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,염창동,중식>중국집,I20201,"6,229,800원",254건
2022년 05월,강서구,발산1동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,우장산동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,등촌1동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,화곡6동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,화곡3동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,화곡본동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,등촌2동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,화곡4동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,화곡1동,중식>중국집,I20201,0원,0건
2022년 05월,강서구,화곡8동,중식>중국집,I20201,0원,0건
2022년 04월,강서구,방화2동,중식>중국집,I20201,0원,0건
